"last_name, first_name","player_id","year","pa","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","xba","xslg","woba","xwoba","xobp","avg_swing_speed","fast_swing_rate","blasts_contact","blasts_swing","squared_up_contact","squared_up_swing","avg_swing_length","swords","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Straw, Myles","664702","2021","638",19,10.5,".271",".348",".349","0.697",".256",".333",".311",".303",".336",,,,,,,,,"87.1","11.9",42.6,1.3,26.2,"95.725614253","91.886357172",13.5,40.4
"Walsh, Jared","665120","2021","585",26,8.2,".277",".509",".340","0.849",".256",".434",".357",".326",".322",,,,,,,,,"89.6","7.6",33.6,11.3,41.3,"101.660333632","94.949250264",26,49.3
"Tatis Jr., Fernando","665487","2021","546",28,11.4,".282",".611",".364","0.975",".279",".615",".403",".407",".363",,,,,,,,,"93.9","13.8",33.1,21.3,55.6,"105.698422927","97.793088537",34.8,51.5
"Guerrero Jr., Vladimir","665489","2021","698",15.8,12.3,".311",".601",".401","1.002",".311",".597",".419",".421",".402",,,,,,,,,"95.1","9.4",33.7,15.1,55.2,"106.811861538","98.446351968",27.8,47.3
"Soto, Juan","665742","2021","654",14.2,22.2,".313",".534",".465","0.999",".305",".545",".420",".429",".463",,,,,,,,,"93","5.8",29.7,13.3,52.7,"104.58028599","97.062348402",20,35
"Chisholm Jr., Jazz","665862","2021","507",28.6,6.7,".248",".425",".303","0.728",".238",".409",".312",".307",".295",,,,,,,,,"90.2","9",29,9,42,"100.832046938","94.723985799",29.7,47.2
"Bichette, Bo","666182","2021","690",19.9,5.8,".298",".484",".343","0.827",".291",".490",".354",".355",".337",,,,,,,,,"91.4","7.3",33.5,9.9,47.5,"102.637648103","95.817675415",22.3,57.8
"Carlson, Dylan","666185","2021","619",24.6,9.2,".266",".437",".343","0.780",".247",".407",".336",".322",".328",,,,,,,,,"88.2","15.1",40.6,7,31.1,"97.425225408","92.83641898",27.9,45
"García, Adolis","666969","2021","622",31.2,5.1,".243",".454",".286","0.740",".220",".422",".314",".299",".267",,,,,,,,,"91","14.7",29.4,11.5,45.5,"101.116772974","95.023074923",34.2,54.1
"Gurriel Jr., Lourdes","666971","2021","541",18.9,5.9,".276",".466",".319","0.785",".272",".462",".333",".339",".319",,,,,,,,,"89.7","10.5",35.8,9.6,43,"100.4470094","94.556565915",24.2,50.9
"Arozarena, Randy","668227","2021","604",28.1,9.3,".274",".459",".356","0.815",".222",".369",".350",".304",".313",,,,,,,,,"89.9","7.6",29.7,8.2,42.3,"101.268214833","94.942033565",32.4,44.2
"Reynolds, Bryan","668804","2021","646",18.4,11.6,".302",".522",".390","0.912",".294",".523",".385",".386",".384",,,,,,,,,"89.4","13.4",39.9,10.4,40.8,"100.899979412","94.776504943",23.9,48.9
"Rojas, Josh","668942","2021","550",24.9,10.5,".264",".411",".341","0.752",".232",".352",".327",".295",".313",,,,,,,,,"88.2","8.4",40.7,4.8,31.1,"97.144273046","92.673279109",23.5,42.2
"Edman, Tommy","669242","2021","691",13.7,5.5,".262",".387",".308","0.695",".274",".401",".301",".316",".320",,,,,,,,,"87.5","9.5",31.5,4.2,35.1,"98.07999625","93.108010092",14.9,47.4
"Solak, Nick","669256","2021","511",20.9,6.7,".242",".362",".314","0.676",".238",".361",".299",".299",".310",,,,,,,,,"86.9","7",29.3,6.5,33.5,"98.209109143","93.137323639",24.8,46
"Hays, Austin","669720","2021","529",20.2,5.3,".256",".461",".308","0.769",".245",".432",".328",".316",".298",,,,,,,,,"88.8","12.5",32.2,9.1,39.2,"99.72384466","93.967000942",24.6,46.4
"Lopez, Nicky","670032","2021","565",13.1,8.7,".300",".378",".365","0.743",".239",".305",".329",".283",".313",,,,,,,,,"86.8","2.8",27.6,0.7,26.9,"95.857798365","91.988841157",15.4,45.1
"Alvarez, Yordan","670541","2021","598",24.2,8.4,".277",".531",".346","0.877",".275",".565",".369",".386",".347",,,,,,,,,"93.2","14.1",37.2,15.9,54.2,"104.437748426","97.123948655",22.7,43.1
"Cruz Jr., Nelson","443558","2022","507",23.5,9.7,".234",".337",".313","0.650",".241",".399",".292",".320",".323",,,,,,,,,"90.9","7.2",28,9.3,46.1,"102.29838061","95.468978262",32,50.8
"Blackmon, Charlie","453568","2022","577",18.9,5.5,".264",".419",".314","0.733",".256",".376",".317",".301",".308",,,,,,,,,"86.2","12.4",36.7,4.4,30.6,"97.426435333","92.732128429",21.4,51.5
"McCutchen, Andrew","457705","2022","580",21.4,9.8,".237",".384",".316","0.700",".252",".406",".309",".325",".329",,,,,,,,,"89.1","13.2",36.2,8.6,40,"99.92693269","94.143160838",24.2,44.9
"Turner, Justin","457759","2022","532",16.7,9.4,".278",".438",".350","0.788",".267",".427",".343",".339",".343",,,,,,,,,"89.5","18.4",40.6,8,40.6,"99.002545648","93.736858523",20.3,48.2
"Andrus, Elvis","462101","2022","577",15.9,6.8,".249",".404",".303","0.707",".245",".360",".310",".293",".300",,,,,,,,,"87.9","11.9",29.1,4.5,34.8,"98.336003699","93.236647643",21.4,45.6
"Santana, Carlos","467793","2022","506",17.4,14,".202",".376",".316","0.692",".253",".438",".308",".352",".361",,,,,,,,,"90.7","15.4",31.6,9.3,44.9,"100.993708488","94.851060233",21.3,42.6
"Gurriel Jr., Yuli","493329","2022","584",12.5,5.1,".242",".360",".288","0.648",".240",".319",".285",".271",".286",,,,,,,,,"88.2","14.6",30.3,1.9,35.6,"98.291200127","93.270425297",14.3,48.5
"Rojas, Miguel","500743","2022","507",12,5.1,".236",".323",".283","0.606",".264",".347",".268",".293",".310",,,,,,,,,"86.1","10.1",33.1,1.9,27.1,"96.249960631","92.126001845",15.5,47.9
"Escobar, Eduardo","500871","2022","542",23.8,7.4,".240",".430",".295","0.725",".243",".427",".311",".314",".300",,,,,,,,,"88.3","20.6",38.7,9.4,37.6,"99.290072903","93.799689784",27.7,52.4
"Pham, Tommy","502054","2022","622",26.8,9,".236",".374",".312","0.686",".238",".383",".304",".311",".315",,,,,,,,,"92.2","7.7",33.2,7.9,48.5,"102.514437436","95.778101436",26,42
"Martinez, J.D.","502110","2022","596",24.3,8.7,".274",".448",".341","0.789",".260",".471",".343",".349",".330",,,,,,,,,"89.1","14.1",42,12.5,41.7,"100.92394699","94.707836352",30.1,51.9
"Goldschmidt, Paul","502671","2022","651",21.7,12.1,".317",".578",".404","0.982",".261",".482",".419",".367",".357",,,,,,,,,"90.8","15.7",31.8,11.6,47.4,"102.244608246","95.440152299",26.8,41.7
"Altuve, Jose","514888","2022","604",14.4,10.9,".300",".533",".387","0.920",".269",".440",".397",".354",".362",,,,,,,,,"85.9","16.1",35.4,7.7,29.7,"97.300246419","92.671072541",16.2,44.3
"Hernández, César","514917","2022","617",18.5,7.3,".248",".318",".311","0.629",".248",".329",".283",".290",".312",,,,,,,,,"84.8","9.3",33.3,2.4,29.7,"96.449267051","92.257329931",20.4,47.5
"Marte, Starling","516782","2022","505",19.2,5.1,".292",".468",".347","0.815",".276",".428",".355",".336",".332",,,,,,,,,"86.8","7.5",38.5,6.8,33.9,"99.153544837","93.595179373",24,49.8
"Donaldson, Josh","518626","2022","546",27.1,9.9,".222",".374",".308","0.682",".215",".370",".302",".299",".303",,,,,,,,,"90.7","12",34.8,9.8,43.3,"100.977600417","94.867949761",33.2,47.3
"Freeman, Freddie","518692","2022","708",14.4,11.9,".325",".511",".407","0.918",".313",".538",".393",".403",".400",,,,,,,,,"91.3","13.6",42.9,9.9,47.8,"100.761588016","95.094269494",19.5,49.3
"LeMahieu, DJ","518934","2022","541",13.1,12.4,".261",".377",".357","0.734",".274",".403",".329",".344",".369",,,,,,,,,"89.2","3",32.8,5.3,41.1,"99.499628485","94.048075494",15.7,39.5
"Rizzo, Anthony","519203","2022","548",18.4,10.6,".224",".480",".338","0.818",".239",".454",".352",".349",".350",,,,,,,,,"89.4","19.3",34.2,10.9,41,"99.618112951","94.120579288",22.8,46.1
"Flores, Wilmer","527038","2022","602",17.1,9.8,".229",".394",".316","0.710",".233",".370",".312",".310",".322",,,,,,,,,"87.8","20.7",35.7,6.3,35.4,"97.672013814","92.963528089",18.9,45.6
"Ozuna, Marcell","542303","2022","507",24.1,6.1,".226",".413",".274","0.687",".253",".475",".298",".334",".300",,,,,,,,,"89.4","16.5",31.8,13.1,43.8,"101.775141886","95.035047714",28.7,49.4
"Aguilar, Jesús","542583","2022","507",23.5,5.5,".235",".379",".281","0.660",".240",".393",".288",".298",".288",,,,,,,,,"87.7","19.1",39.7,6.9,36,"98.459753543","93.301003066",27,49.5
"Cron, C.J.","543068","2022","632",25.9,6.8,".257",".468",".315","0.783",".243",".435",".335",".320",".305",,,,,,,,,"88.7","14.2",36.8,10.8,42.3,"101.410198894","94.867484771",24.3,47.7
"Semien, Marcus","543760","2022","724",16.6,7.3,".248",".429",".304","0.733",".243",".394",".317",".306",".301",,,,,,,,,"87.3","19.9",32.4,6.8,34.9,"97.838624343","93.00847117",20.6,47.2
"Springer III, George","543807","2022","583",17.2,9.3,".267",".472",".342","0.814",".265",".437",".352",".342",".342",,,,,,,,,"88.7","13.9",31.8,8.4,42.3,"101.320507081","94.768491799",28.2,50.9
"Grichuk, Randal","545341","2022","538",23.6,4.5,".259",".425",".299","0.724",".229",".370",".315",".281",".271",,,,,,,,,"90","8.7",27.3,6.8,43.6,"101.601495926","95.066145714",24.7,50.6
"Abreu, José","547989","2022","679",16.2,9.1,".304",".446",".378","0.824",".296",".486",".361",".373",".372",,,,,,,,,"92.2","8",34.5,9.5,51.8,"102.953606518","96.20270568",23.2,47.3
"Suárez, Eugenio","553993","2022","629",31.2,11.6,".236",".459",".332","0.791",".220",".454",".344",".339",".321",,,,,,,,,"89.8","19.9",36.4,14.8,43.5,"100.691818466","94.681885812",33.1,41.8
"Urshela, Gio","570482","2022","551",17.4,7.4,".285",".429",".338","0.767",".268",".416",".332",".323",".324",,,,,,,,,"88.9","11.8",38.6,7,37.6,"99.120552402","93.736875907",21.4,53.1
"Schoop, Jonathan","570731","2022","510",21,3.7,".202",".322",".239","0.561",".228",".338",".245",".268",".267",,,,,,,,,"87","9.7",29.1,4.8,38.6,"99.967628556","93.993791257",28.2,55.5
"Arenado, Nolan","571448","2022","620",11.6,8.4,".293",".533",".358","0.891",".266",".445",".381",".339",".335",,,,,,,,,"88.8","21.7",35.4,8.2,38.9,"99.558566721","93.952810862",19.1,48.4
"Farmer, Kyle","571657","2022","583",17,5.7,".255",".386",".315","0.701",".258",".380",".309",".311",".320",,,,,,,,,"85.5","12.7",37.7,4.4,33.8,"97.050252093","92.534027326",19.2,50.3
"Muncy, Max","571970","2022","565",25,15.9,".196",".384",".329","0.713",".208",".417",".318",".339",".342",,,,,,,,,"90.3","20.9",34.3,13.4,45.6,"100.488456196","94.680756043",26.1,38.6
"Pollock, AJ","572041","2022","527",18.6,6.1,".245",".389",".292","0.681",".258",".419",".297",".317",".305",,,,,,,,,"88.8","11.6",32.9,9.4,42,"100.414319188","94.34853632",24.7,53.6
"Voit III, Luke","572228","2022","568",31.5,9.7,".226",".402",".308","0.710",".222",".434",".311",".322",".306",,,,,,,,,"89.8","18.4",34.6,14.7,44.3,"101.411871585","94.98573844",37.6,52
"Walker, Christian","572233","2022","667",19.6,10.3,".242",".477",".327","0.804",".257",".484",".346",".359",".343",,,,,,,,,"90","17",33.3,11.5,44,"101.466371179","95.00141326",24.6,44.7
"Yastrzemski, Mike","573262","2022","558",25.3,10.9,".214",".392",".305","0.697",".220",".392",".307",".314",".313",,,,,,,,,"89.9","19.9",36.2,11.1,42.5,"99.830966069","94.251098237",22.5,42.9
"Canha, Mark","592192","2022","542",17.9,8.9,".266",".403",".367","0.770",".245",".362",".343",".323",".351",,,,,,,,,"87.7","10.9",32.2,4.9,36.6,"98.317698315","93.261380654",22.1,42.9
"Castellanos, Nick","592206","2022","558",23.3,5.2,".263",".389",".305","0.694",".250",".395",".304",".302",".293",,,,,,,,,"87.5","14.6",36.9,6.6,35.1,"98.393032843","93.293370431",32.2,57
"Drury, Brandon","592273","2022","568",22.2,6.7,".263",".492",".320","0.812",".242",".420",".350",".316",".303",,,,,,,,,"89.1","13.8",34.8,10.4,42.2,"100.586892132","94.438998321",21.5,45.9
"Judge, Aaron","592450","2022","696",25.1,15.9,".311",".686",".425","1.111",".305",".706",".458",".463",".422",,,,,,,,,"95.9","15",39,26.5,61.8,"107.110072714","99.053359221",29.8,42.7
"Machado, Manny","592518","2022","644",20.7,9.8,".298",".531",".366","0.897",".264",".447",".382",".338",".338",,,,,,,,,"91.5","16",36.7,9.8,49,"102.622706786","95.790495526",24.9,50.8
"Realmuto, J.T.","592663","2022","562",21.2,7.3,".276",".478",".342","0.820",".275",".463",".354",".351",".342",,,,,,,,,"90.3","13.1",35.6,11.3,47.2,"101.252893641","95.157569177",25.7,49
"Renfroe, Hunter","592669","2022","522",23.2,7.5,".255",".492",".315","0.807",".240",".438",".347",".323",".303",,,,,,,,,"90.5","17.7",32.7,10.9,43.6,"101.645981292","95.173188394",27,47.8
"Yelich, Christian","592885","2022","671",24.1,13.1,".252",".383",".355","0.738",".258",".404",".328",".339",".360",,,,,,,,,"91.5","3.6",30.3,8.2,48.6,"102.984892126","96.020852446",25,43.2
"Merrifield, Whit","593160","2022","550",15.5,6.9,".250",".375",".298","0.673",".240",".356",".294",".288",".292",,,,,,,,,"87.1","15.1",37.9,4.2,31.1,"96.383459857","92.27510481",19.4,50.9
"Bogaerts, Xander","593428","2022","631",18.7,9,".307",".456",".377","0.833",".259",".383",".363",".323",".338",,,,,,,,,"88.1","10.2",30.3,6.5,39.5,"99.97943964","94.08380455",24.8,45.7
"Profar, Jurickson","595777","2022","658",15.7,11.1,".243",".391",".331","0.722",".251",".359",".320",".315",".340",,,,,,,,,"87.5","12.9",34.7,4,34.3,"97.859468559","92.98708518",18.7,43.6
"Báez, Javier","595879","2022","590",24.9,4.4,".238",".393",".278","0.671",".226",".374",".291",".281",".268",,,,,,,,,"87.9","9.6",29.7,8,38,"99.689131182","93.890376232",35.8,55.8
"Lindor, Francisco","596019","2022","706",18.8,8.4,".270",".449",".339","0.788",".254",".427",".342",".331",".326",,,,,,,,,"89.3","13.8",29.2,8.3,41.3,"99.740565418","94.14308743",22.9,47.8
"Bell, Josh","605137","2022","647",15.8,12.5,".266",".422",".362","0.784",".273",".424",".344",".349",".369",,,,,,,,,"88.9","8.4",30.7,7.2,40.8,"100.551357456","94.511584791",21.7,45.3
"Betts, Mookie","605141","2022","639",16.3,8.6,".269",".533",".340","0.873",".254",".465",".373",".344",".327",,,,,,,,,"90.5","18.6",36.2,9.7,44.9,"99.954466043","94.497072751",16.5,44.2
"Hernández, Teoscar","606192","2022","535",28.4,6.4,".267",".491",".316","0.807",".265",".501",".348",".351",".314",,,,,,,,,"92.6","11.6",36.3,15,53.3,"103.420419483","96.496717867",35.1,48.8
"Marte, Ketel","606466","2022","558",18.1,9.9,".240",".407",".321","0.728",".251",".377",".317",".315",".333",,,,,,,,,"90.1","13.5",31.6,6.1,41.9,"101.202754619","94.845027056",20.7,46.1
"Nimmo, Brandon","607043","2022","673",17.2,10.5,".274",".433",".367","0.800",".256",".403",".353",".338",".353",,,,,,,,,"89.4","6.1",28.1,7,39.8,"100.251301732","94.354698482",19.6,43.8
"Turner, Trea","607208","2022","708",18.5,6.4,".298",".466",".343","0.809",".276",".432",".350",".335",".327",,,,,,,,,"88.9","10.2",35.3,7.6,41.6,"100.188198893","94.238854962",26.3,51.2
"Ramírez, José","608070","2022","685",12,10.1,".280",".514",".355","0.869",".255",".408",".363",".320",".337",,,,,,,,,"87.7","20.7",33.7,6.6,36.9,"98.871944811","93.503434175",15.1,46.3
"Bregman, Alex","608324","2022","656",11.7,13.3,".259",".454",".366","0.820",".257",".416",".358",".350",".369",,,,,,,,,"88.9","19.5",36.2,7.3,37.8,"98.378645333","93.364139021",14.9,40.3
"Seager, Corey","608369","2022","663",15.5,8.7,".245",".455",".317","0.772",".283",".510",".331",".372",".354",,,,,,,,,"91.1","13.6",38.4,10.5,45.5,"101.598305628","95.219542252",26.5,54.5
"Winker, Jesse","608385","2022","547",18.8,15.4,".219",".344",".344","0.688",".249",".403",".313",".345",".369",,,,,,,,,"87.7","16.8",32,7.6,34.3,"98.674499266","93.339254492",19.9,43.3
"Swanson, Dansby","621020","2022","696",26.1,7,".277",".447",".329","0.776",".257",".461",".337",".337",".314",,,,,,,,,"90.2","15.7",37,10.8,46.3,"100.839209567","94.810341952",30.7,49.4
"Correa, Carlos","621043","2022","590",20.5,10.3,".291",".467",".366","0.833",".276",".484",".362",".363",".353",,,,,,,,,"89.9","11.6",35.3,11.4,44.7,"101.992873251","95.284200765",22,44.4
"Ward, Taylor","621493","2022","564",21.3,10.6,".281",".473",".360","0.833",".268",".474",".362",".361",".352",,,,,,,,,"90","15.8",41.8,12.4,42.9,"100.184571947","94.439550026",22.2,41.4
"Wisdom, Patrick","621550","2022","534",34.3,9.9,".207",".426",".298","0.724",".188",".380",".316",".295",".284",,,,,,,,,"90.7","21",29.8,14.2,46.3,"102.164032394","95.695873993",36.4,48.1
"Olson, Matt","621566","2022","699",24.3,10.7,".240",".477",".325","0.802",".248",".467",".344",".347",".334",,,,,,,,,"92.9","16.1",33.8,13.6,50.9,"103.665099911","96.545680491",28.9,49.5
"Mateo, Jorge","622761","2022","533",27.6,5.1,".221",".379",".267","0.646",".222",".344",".281",".272",".269",,,,,,,,,"86.8","14.8",35.5,6,32.7,"98.63578407","93.337279593",30.9,53.9
"Santander, Anthony","623993","2022","647",18.9,8.5,".240",".455",".318","0.773",".257",".471",".336",".352",".335",,,,,,,,,"90.1","21.4",33.5,11.6,43.3,"101.330998114","94.979132939",21.5,47.7
"Alonso, Pete","624413","2022","685",18.7,9.8,".271",".518",".352","0.870",".262",".486",".366",".353",".345",,,,,,,,,"89.8","18.2",34.5,12.3,44.8,"102.849215397","95.616516548",24.2,49.9
"Frazier, Adam","624428","2022","602",12.1,7.6,".238",".311",".301","0.612",".262",".339",".274",".297",".324",,,,,,,,,"85.1","13.6",37.7,1.5,24.5,"95.048135872","91.524067936",14.4,48.7
"Cronenworth, Jake","630105","2022","684",19.2,10.2,".239",".390",".332","0.722",".221",".356",".318",".303",".319",,,,,,,,,"87.6","18.2",32.3,5.6,34.1,"97.917362826","93.091918039",18,41.8
"Bellinger, Cody","641355","2022","550",27.3,6.9,".210",".389",".265","0.654",".213",".354",".284",".278",".271",,,,,,,,,"89.4","20.3",34.4,8.3,38.1,"98.149983833","93.243694234",27.2,49.9
"Crawford, J.P.","641487","2022","603",13.3,11.3,".243",".336",".339","0.675",".255",".337",".306",".315",".353",,,,,,,,,"85.1","8.9",32.4,2,29.7,"96.663647706","92.35483867",14.3,41.3
"Mancini III, Trey","641820","2022","587",23,9,".239",".391",".319","0.710",".245",".410",".312",".327",".328",,,,,,,,,"89.5","12.7",39.6,9.8,40.4,"100.078586134","94.256654381",27.4,48.1
"McMahon, Ryan","641857","2022","597",26.5,10.1,".246",".414",".327","0.741",".247",".423",".326",".330",".329",,,,,,,,,"91.7","10.8",36.4,10.4,46.5,"102.094383676","95.689199432",28.2,45.2
"Tellez, Rowdy","642133","2022","599",20.2,10.4,".219",".461",".306","0.767",".252",".479",".327",".349",".337",,,,,,,,,"91.1","15.3",31.4,12.9,46,"102.553838927","95.690567213",23.8,43.5
"Rosario, Amed","642708","2022","670",16.6,3.7,".283",".403",".312","0.715",".276",".396",".311",".310",".308",,,,,,,,,"88.4","5",31.1,4.5,38.3,"99.690201132","93.991990529",21,53.1
"Adames, Willy","642715","2022","617",26.9,7.9,".238",".458",".298","0.756",".238",".451",".325",".323",".299",,,,,,,,,"88.9","18.9",36.4,13,43.6,"100.099002736","94.300793591",28.2,49.6
"Estrada, Thairo","642731","2022","541",16.5,6.1,".260",".400",".322","0.722",".246",".352",".317",".299",".312",,,,,,,,,"86.2","8.1",31.6,4.4,31.1,"97.092146345","92.54814231",19.7,49.2
"Benintendi, Andrew","643217","2022","521",14.8,10,".304",".399",".373","0.772",".273",".407",".342",".334",".347",,,,,,,,,"89.2","12.6",39.2,5.1,38.7,"98.21078057","93.391636347",20.7,48.2
"Kemp, Tony","643393","2022","558",12.4,8.1,".235",".334",".307","0.641",".219",".291",".287",".267",".294",,,,,,,,,"84.4","15",33.9,1.6,14.9,"93.050155144","90.545713639",13.1,48.9
"Kiner-Falefa, Isiah","643396","2022","531",13.6,6.6,".261",".327",".314","0.641",".262",".333",".285",".290",".317",,,,,,,,,"86.2","4.3",29.6,1.2,30.1,"96.614692718","92.355143236",11.2,44.7
"McNeil, Jeff","643446","2022","589",10.4,6.8,".326",".454",".382","0.836",".280",".389",".365",".323",".341",,,,,,,,,"86.9","12.8",39,2.7,30.2,"96.275278692","92.172015654",15.9,53.8
"Devers, Rafael","646240","2022","614",18.6,8.1,".295",".521",".358","0.879",".282",".497",".373",".361",".348",,,,,,,,,"93.1","11.3",33.1,11.5,50.9,"103.784239231","96.704402472",28.1,54.6
"Arraez, Luis","650333","2022","603",7.1,8.3,".316",".420",".375","0.795",".288",".408",".350",".333",".350",,,,,,,,,"88.9","12.9",38.7,3.6,30.2,"96.195004348","92.276757036",7.1,42.9
"Torres, Gleyber","650402","2022","572",22.6,6.8,".257",".451",".310","0.761",".244",".441",".328",".319",".298",,,,,,,,,"90.4","17.5",36.2,10.7,45.3,"100.5348042","94.660057845",27.1,49.6
"Díaz, Yandy","650490","2022","558",10.8,14,".296",".423",".401","0.824",".288",".424",".366",".365",".395",,,,,,,,,"92.2","7.7",30.7,4.8,49,"103.107838195","96.208559878",14.3,41.3
"Rengifo, Luis","650859","2022","511",15.5,3.3,".264",".429",".294","0.723",".254",".392",".314",".296",".285",,,,,,,,,"86.9","9.9",31.1,5.4,33.6,"98.09743639","93.096324743",21.5,55.7
"Chapman, Matt","656305","2022","621",27.4,11,".229",".433",".324","0.757",".234",".440",".331",".341",".331",,,,,,,,,"92.2","19",34,12.9,51.2,"102.906606237","96.223630699",28.7,41.7
"Hoskins, Rhys","656555","2022","672",25.1,10.7,".246",".462",".332","0.794",".239",".445",".345",".338",".327",,,,,,,,,"90.1","18.1",37.3,11.1,44.3,"100.842284953","94.804616643",25.7,41.9
"Mullins II, Cedric","656775","2022","672",18.8,7,".258",".403",".318","0.721",".232",".349",".315",".288",".297",,,,,,,,,"88.8","17.4",29.3,4.9,37.3,"98.895231356","93.569582691",22.2,51.3
"Schwarber, Kyle","656941","2022","669",29.9,12.9,".218",".504",".323","0.827",".237",".535",".355",".375",".341",,,,,,,,,"93.3","19.2",35.4,20.1,54.4,"104.793857287","97.247555372",29,40.6
"Thomas, Lane","657041","2022","548",24.1,7.5,".241",".404",".301","0.705",".222",".357",".308",".286",".286",,,,,,,,,"86.4","12.5",32.6,6.5,34.5,"98.449522283","93.255458474",21.1,44.1
"Verdugo, Alex","657077","2022","644",13.4,6.5,".280",".405",".328","0.733",".278",".428",".319",".329",".327",,,,,,,,,"89.1","8.4",37.8,6,38.2,"99.112574241","93.706486823",15.5,45.3
"Ohtani, Shohei","660271","2022","666",24.2,10.8,".273",".519",".356","0.875",".275",".549",".370",".383",".358",,,,,,,,,"92.9","12.1",35,16.8,49.8,"103.823624272","96.520363788",28.1,49.3
"Acuña Jr., Ronald","660670","2022","533",23.6,9.9,".266",".413",".351","0.764",".272",".484",".335",".365",".358",,,,,,,,,"91.2","10.8",32.8,12.8,49.7,"103.759318129","96.440064282",24.9,47.9
"Varsho, Daulton","662139","2022","592",24.5,7.8,".235",".443",".302","0.745",".213",".389",".323",".298",".285",,,,,,,,,"87.7","14.9",33.6,10.2,35.6,"99.211725904","93.6867316",25.2,50.6
"Hoerner, Nico","663538","2022","517",11,5.4,".281",".410",".327","0.737",".270",".367",".320",".301",".318",,,,,,,,,"87.2","10.6",32.4,2.6,33.5,"97.678971875","92.920531108",14.2,49.2
"Riley, Austin","663586","2022","693",24.2,8.2,".273",".528",".349","0.877",".271",".531",".377",".378",".348",,,,,,,,,"92.5","12.9",37.7,15.7,50.8,"104.398300222","96.785171533",27.6,51.5
"Mountcastle, Ryan","663624","2022","609",25.3,7.1,".250",".423",".305","0.728",".277",".509",".316",".362",".332",,,,,,,,,"91.3","15.9",39.5,15,46.3,"101.941494208","95.335163391",29.8,56.2
"Hayes, Ke'Bryan","663647","2022","560",21.8,8.6,".244",".345",".314","0.659",".246",".350",".294",".300",".318",,,,,,,,,"91","5.2",30.6,3.9,46.8,"102.263213822","95.477046745",20.7,43.3
"Tucker, Kyle","663656","2022","609",15.6,9.7,".257",".478",".330","0.808",".262",".482",".348",".353",".336",,,,,,,,,"90","19",34.4,10.2,42.4,"100.332560357","94.468288036",19.9,52.7
"Grisham, Trent","663757","2022","524",28.6,10.9,".184",".341",".284","0.625",".205",".358",".280",".296",".303",,,,,,,,,"88.3","15.1",25.5,8.1,35.5,"99.46593125","93.84436934",26.2,38.7
"Rodgers, Brendan","663898","2022","581",17.4,7.9,".266",".408",".325","0.733",".265",".404",".321",".326",".330",,,,,,,,,"90","4.6",31.3,7.2,45.9,"101.127645047","94.882864603",22.7,49.4
"Lowe, Nathaniel","663993","2022","645",22.8,7.4,".302",".492",".358","0.850",".275",".459",".368",".344",".333",,,,,,,,,"90.2","8.2",34.1,9.9,44.8,"101.963916216","95.317229707",24.9,52.2
"Happ, Ian","664023","2022","641",23.2,9,".271",".440",".342","0.782",".239",".379",".339",".306",".315",,,,,,,,,"89.7","10.9",29.2,6.5,40.4,"100.312408396","94.405566288",27.2,49
"France, Ty","664034","2022","613",15.3,5.7,".274",".436",".338","0.774",".262",".397",".337",".321",".330",,,,,,,,,"87.6","10",34.8,5.4,36.8,"99.035163319","93.565264683",19.3,52.5
"Straw, Myles","664702","2022","596",14.6,9.1,".221",".273",".291","0.564",".236",".301",".257",".275",".306",,,,,,,,,"87","9.8",34.1,0.7,26.5,"95.486124533","91.784236481",12.6,40.5
"Bohm, Alec","664761","2022","631",17.4,4.9,".280",".398",".315","0.713",".290",".436",".310",".333",".327",,,,,,,,,"90.2","10.4",37.7,6.8,43,"100.649873374","94.552579815",21.1,51.2
"Brown, Seth","664913","2022","555",26.3,9.2,".230",".444",".305","0.749",".251",".454",".323",".338",".324",,,,,,,,,"89.2","15.8",34.9,13,41.4,"101.723429266","95.001222068",29.6,48.3
"Peña, Jeremy","665161","2022","558",24.2,3.9,".253",".426",".289","0.715",".252",".402",".309",".304",".289",,,,,,,,,"88.1","8.7",32.9,9.7,36.7,"99.803563646","93.99255276",29.7,55.2
"Guerrero Jr., Vladimir","665489","2022","706",16.4,8.2,".274",".480",".339","0.819",".281",".464",".351",".351",".345",,,,,,,,,"92.8","4.3",27.9,11.2,50.4,"105.507038582","97.328619789",24.4,49.7
"Soto, Juan","665742","2022","664",14.5,20.3,".242",".452",".401","0.853",".266",".501",".376",".401",".420",,,,,,,,,"91","9.1",28.5,12.4,47.4,"102.236934112","95.653888852",19.2,35.5
"Giménez, Andrés","665926","2022","557",20.1,6.1,".297",".466",".371","0.837",".257",".400",".364",".326",".336",,,,,,,,,"87.8","11.7",31.3,6.2,37.8,"99.022592","93.615976351",26.2,53.7
"Bichette, Bo","666182","2022","697",22.2,5.9,".290",".469",".333","0.802",".278",".444",".347",".334",".322",,,,,,,,,"91.9","8.5",33.3,9.6,50.3,"102.743171296","96.003278846",23,55.9
"García, Adolis","666969","2022","657",27.9,6.1,".250",".456",".300","0.756",".244",".447",".324",".322",".296",,,,,,,,,"92.1","13.2",36.9,12.9,47.4,"102.368780141","95.786867388",33.5,53.5
