"last_name, first_name","player_id","year","pa","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","xba","xslg","woba","xwoba","xobp","avg_swing_speed","fast_swing_rate","blasts_contact","blasts_swing","squared_up_contact","squared_up_swing","avg_swing_length","swords","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Arozarena, Randy","668227","2022","645",24.2,7.1,".263",".445",".327","0.772",".234",".382",".336",".301",".301",,,,,,,,,"89.9","8.8",28.2,7.9,41,"101.17822","94.772195116",28.6,46.1
"Reynolds, Bryan","668804","2022","614",23,9.1,".262",".461",".345","0.806",".249",".416",".349",".329",".334",,,,,,,,,"90.2","12",35.5,7.9,42.9,"100.882578564","94.722792556",27.7,50.4
"Rojas, Josh","668942","2022","510",19.2,10.8,".269",".391",".349","0.740",".239",".361",".326",".305",".324",,,,,,,,,"88.8","11.9",33.5,4.5,36.1,"98.050444128","93.265048338",22.2,41
"Melendez Jr., MJ","669004","2022","534",24.5,12.4,".217",".393",".313","0.706",".237",".410",".310",".332",".334",,,,,,,,,"90.7","15.1",31,10.4,43.5,"100.595888323","94.716383713",27.8,44.6
"Murphy, Sean","669221","2022","612",20.3,9.2,".250",".426",".332","0.758",".255",".439",".331",".344",".340",,,,,,,,,"88.7","11.5",34.7,10.5,41.4,"101.085158756","94.706891435",24,49.3
"Edman, Tommy","669242","2022","630",17.6,7.3,".265",".400",".324","0.724",".258",".380",".318",".308",".318",,,,,,,,,"88.6","8.7",31.6,6.2,37.8,"98.931648319","93.598664536",20.6,47
"Smith, Will","669257","2022","578",16.6,9.7,".260",".465",".343","0.808",".255",".470",".349",".349",".339",,,,,,,,,"89.9","18.4",36.8,10.3,43,"99.764565096","94.188464255",19.3,42.6
"Hays, Austin","669720","2022","582",19.6,5.8,".250",".413",".306","0.719",".240",".372",".314",".298",".298",,,,,,,,,"87.7","11.3",32.3,5.2,37.7,"98.997922429","93.543165976",23.5,51
"Alvarez, Yordan","670541","2022","561",18.9,13.9,".306",".613",".406","1.019",".326",".669",".427",".460",".427",,,,,,,,,"95.2","12.3",40.7,21,59.8,"105.676985081","98.195923324",23.4,42.7
"Kirk, Alejandro","672386","2022","541",10.7,11.6,".285",".415",".372","0.787",".278",".431",".347",".351",".367",,,,,,,,,"90.5","8.1",32,6.7,45.4,"101.053304663","94.989537614",15.4,41
"Kim, Ha-Seong","673490","2022","582",17.2,8.8,".251",".383",".325","0.708",".250",".368",".313",".309",".324",,,,,,,,,"86.7","16.1",34,4.2,32.4,"97.647567656","92.869312734",19.1,43.3
"Rodríguez, Julio","677594","2022","560",25.9,7.1,".284",".509",".345","0.854",".254",".460",".366",".337",".319",,,,,,,,,"92","10.1",32.7,13.1,50.7,"103.718795769","96.379006446",30.4,50.2
"Witt Jr., Bobby","677951","2022","632",21.4,4.7,".254",".428",".294","0.722",".252",".427",".311",".313",".294",,,,,,,,,"89.7","16.8",32.5,8.7,38.6,"100.836506783","94.527115512",25.2,51.8
"Kwan, Steven","680757","2022","638",9.4,9.7,".298",".400",".373","0.773",".268",".341",".341",".312",".348",,,,,,,,,"85.1","11.8",34.6,1.4,20.8,"94.219058287","91.134248486",9,38.1
"Vaughn, Andrew","683734","2022","555",17.3,5.6,".271",".429",".321","0.750",".255",".415",".327",".319",".311",,,,,,,,,"90.8","7.5",34.1,7.9,48.6,"101.162950291","95.12858284",21,47
"Turner, Justin","457759","2023","626",17.6,8.1,".276",".455",".345","0.800",".260",".444",".346",".336",".331",,,,,,,,,"89.5","16.5",36.8,5.7,39,"98.567368238","93.587032225",17.5,45
"Santana, Carlos","467793","2023","619",16.8,10.5,".240",".429",".318","0.747",".240",".378",".323",".308",".319",,,,,,,,,"88.8","12.8",31.3,6.7,36.4,"99.367236","93.791213073",22.1,45.3
"Goldschmidt, Paul","502671","2023","687",23.4,12.7,".268",".447",".363","0.810",".271",".491",".350",".367",".366",,,,,,,,,"91.3","12.8",35.6,12,50.8,"102.40959555","95.767792759",27.5,44
"Freeman, Freddie","518692","2023","730",16.6,9.9,".331",".567",".410","0.977",".323",".565",".411",".408",".403",,,,,,,,,"90","15.2",46.6,11.1,42.2,"100.590638269","94.617661541",20.4,51
"LeMahieu, DJ","518934","2023","562",22.2,10.7,".243",".390",".327","0.717",".255",".393",".315",".322",".339",,,,,,,,,"89.6","3.8",31.6,5.9,43,"100.265359786","94.32212244",19.7,39.2
"Perez, Salvador","521692","2023","580",23.3,3.3,".255",".422",".292","0.714",".266",".460",".302",".325",".306",,,,,,,,,"90.1","15.6",38,8.8,44,"101.357412537","94.955683293",30.2,60.2
"Ozuna, Marcell","542303","2023","592",22.6,9.6,".274",".558",".346","0.904",".280",".577",".381",".393",".353",,,,,,,,,"91.8","15.6",34.9,16.6,49,"103.257673232","96.232240934",26.7,48.4
"Semien, Marcus","543760","2023","753",14.6,9.6,".276",".478",".348","0.826",".262",".427",".354",".333",".337",,,,,,,,,"88.4","19.1",37.5,6.5,37,"98.08417844","93.189258191",18,47.1
"Springer III, George","543807","2023","683",18.3,8.8,".258",".405",".327","0.732",".264",".422",".320",".332",".335",,,,,,,,,"88.3","12",32.2,7.7,39.9,"100.34851102","94.297792755",22.3,49.3
"Harper, Bryce","547180","2023","546",21.8,14.7,".293",".499",".401","0.900",".290",".530",".384",".399",".403",,,,,,,,,"91.8","9.1",36.8,15.2,46.8,"103.839812899","96.235486154",33.2,51.4
"Abreu, José","547989","2023","594",21.9,7.1,".237",".383",".296","0.679",".248",".409",".295",".314",".311",,,,,,,,,"89","10.8",32.5,8.7,41.6,"100.821833606","94.59770588",26.4,50.1
"Díaz, Elias","553869","2023","526",22.4,6.5,".267",".409",".316","0.725",".245",".376",".314",".296",".297",,,,,,,,,"88.1","12.7",31.2,6.2,38.4,"100.035107459","94.071648482",28.4,54.8
"Suárez, Eugenio","553993","2023","694",30.8,10.1,".232",".391",".323","0.714",".223",".419",".313",".324",".318",,,,,,,,,"90.3","18.9",37.7,13.2,43,"100.661115455","94.726665316",32.8,44.5
"Arenado, Nolan","571448","2023","612",16.5,6.7,".266",".459",".315","0.774",".266",".435",".327",".320",".316",,,,,,,,,"88.8","16.9",33,7.3,38.1,"99.311427863","93.760489679",20.2,48.5
"Hernández, Enrique","571771","2023","508",19.1,6.7,".237",".357",".289","0.646",".224",".337",".282",".272",".280",,,,,,,,,"87.8","17",31,4.5,33.7,"97.831208503","92.980265241",23.6,46.7
"Muncy, Max","571970","2023","579",26.4,14.7,".212",".475",".333","0.808",".235",".504",".344",".364",".353",,,,,,,,,"91.2","21.7",33.7,14.6,46.6,"101.315308623","95.11269018",29.6,39.3
"Walker, Christian","572233","2023","661",19.2,9.4,".258",".497",".333","0.830",".251",".460",".351",".339",".329",,,,,,,,,"88","15.8",32.6,11.4,40.4,"100.601281422","94.397470475",26.4,48.6
"Canha, Mark","592192","2023","507",15.6,9.7,".262",".400",".355","0.755",".248",".381",".333",".323",".345",,,,,,,,,"87.9","13.1",30.9,4.7,36.7,"98.959607624","93.632062936",18.3,41.6
"Castellanos, Nick","592206","2023","671",27.6,5.4,".272",".476",".311","0.787",".258",".443",".335",".320",".301",,,,,,,,,"88.9","14.4",36.5,10.3,43.2,"100.3894813","94.419143027",35.4,56.2
"Drury, Brandon","592273","2023","523",26,4.8,".262",".497",".306","0.803",".252",".440",".339",".318",".299",,,,,,,,,"89.9","11.8",35,11,46.3,"101.80875267","95.132794574",30.2,51.6
"Machado, Manny","592518","2023","601",18.1,8.3,".258",".462",".319","0.781",".254",".458",".334",".332",".318",,,,,,,,,"91","15",30.2,10.5,45.9,"102.375377","95.525381708",23.9,49.3
"Realmuto, J.T.","592663","2023","540",25.6,6.5,".252",".452",".310","0.762",".254",".462",".324",".334",".315",,,,,,,,,"89.8","16.7",36.2,11.2,43.3,"101.30139764","94.961935393",26.2,50.5
"Renfroe, Hunter","592669","2023","548",22.8,8,".233",".416",".297","0.713",".225",".366",".308",".289",".291",,,,,,,,,"88.3","15",29.5,6.1,39.1,"100.508778984","94.37524563",26.4,50.8
"Rosario, Eddie","592696","2023","516",23.6,6.6,".255",".450",".305","0.755",".254",".436",".322",".317",".304",,,,,,,,,"88.6","14.5",35.9,9.5,35.4,"98.60055257","93.424315434",29.7,57.4
"Yelich, Christian","592885","2023","632",22.2,12.3,".278",".447",".370","0.817",".284",".460",".353",".362",".376",,,,,,,,,"91.7","3.5",30.4,9.2,50.1,"103.18368722","96.096251589",26.8,45
"Merrifield, Whit","593160","2023","592",17.1,6.1,".272",".382",".318","0.700",".242",".335",".304",".276",".291",,,,,,,,,"85.1","14.4",37.2,2.4,24.3,"94.880835796","91.453019024",19.5,51.1
"Bogaerts, Xander","593428","2023","665",16.5,8.4,".285",".440",".350","0.790",".255",".401",".343",".318",".325",,,,,,,,,"87.6","7.9",28.3,6.1,34.6,"98.476149796","93.284202061",20.4,42.6
"Profar, Jurickson","595777","2023","521",17.3,9.6,".242",".368",".321","0.689",".247",".349",".304",".306",".329",,,,,,,,,"86.5","14.8",37.7,4,31.8,"97.18982877","92.606877674",20,47.2
"Báez, Javier","595879","2023","547",22.9,4.4,".222",".325",".267","0.592",".234",".355",".261",".279",".280",,,,,,,,,"88","9.4",28.9,5.2,39.7,"100.19637776","94.157773958",32.6,54.8
"Lindor, Francisco","596019","2023","687",19.9,9.6,".254",".470",".336","0.806",".255",".457",".346",".346",".340",,,,,,,,,"91.2","19.2",35.8,10.4,43.9,"100.821281314","94.916417775",22.8,48
"Candelario, Jeimer","600869","2023","576",22,9.2,".251",".471",".336","0.807",".236",".407",".346",".318",".323",,,,,,,,,"88.3","14.1",36.9,7.9,36.4,"99.185208","93.708029184",24.2,47.4
"Bell, Josh","605137","2023","617",21.7,10.2,".247",".419",".325","0.744",".263",".457",".323",".345",".341",,,,,,,,,"90.1","9.3",31.3,10.1,43,"101.611186796","94.955559951",25.8,47.7
"Betts, Mookie","605141","2023","693",15.4,13.9,".307",".579",".408","0.987",".294",".563",".416",".407",".399",,,,,,,,,"92.4","20.6",42.5,12.4,48.5,"100.865674689","95.28290971",16.7,38.1
"Davis, J.D.","605204","2023","546",27.8,9.5,".248",".412",".325","0.737",".244",".411",".321",".323",".325",,,,,,,,,"91.1","7.8",33.5,9.6,45.2,"101.437064311","95.258851108",34,53.1
"Arcia, Orlando","606115","2023","533",19.1,7.3,".264",".420",".321","0.741",".247",".398",".321",".307",".306",,,,,,,,,"88.2","5.4",30.6,6.9,41.1,"99.189217927","93.735384508",24.3,46.2
"Hernández, Teoscar","606192","2023","678",31.1,5.6,".258",".435",".305","0.740",".258",".476",".317",".336",".308",,,,,,,,,"91.3","12.3",35.2,13.8,49.4,"103.014681476","96.109592578",35.8,53.6
"Marte, Ketel","606466","2023","650",16.8,10.9,".276",".485",".358","0.843",".266",".427",".361",".342",".353",,,,,,,,,"91.1","10.7",30.8,8,42.8,"101.585403319","95.10445528",20.5,45.5
"Nimmo, Brandon","607043","2023","682",21.4,10.9,".274",".466",".363","0.829",".261",".453",".359",".352",".353",,,,,,,,,"91.8","12.2",33.5,9.5,47.9,"101.50757","95.462726837",22,42.4
"Turner, Trea","607208","2023","691",21.7,6.5,".266",".459",".320","0.779",".266",".447",".333",".330",".320",,,,,,,,,"89.9","13",36.1,8.4,42.2,"100.292342286","94.550003245",29.6,53.1
"Ramírez, José","608070","2023","691",10.6,10.6,".282",".475",".356","0.831",".299",".480",".346",".359",".373",,,,,,,,,"90","18",36.8,7,40.4,"100.07775","94.35370079",15.6,46.6
"Bregman, Alex","608324","2023","724",12,12.7,".262",".441",".363","0.804",".266",".430",".351",".351",".368",,,,,,,,,"88.6","17.6",35.8,5.4,38.2,"98.071537732","93.248960689",14.1,38.7
"Seager, Corey","608369","2023","536",16.4,9.1,".327",".623",".390","1.013",".314",".612",".419",".412",".381",,,,,,,,,"93.3","13",38,15.2,53.2,"103.543493485","96.785948962",25,55.1
"Meneses, Joey","608841","2023","657",19.8,5.8,".275",".401",".321","0.722",".247",".361",".314",".288",".295",,,,,,,,,"89.4","9.4",32.9,5.4,41.7,"99.929364091","94.237468244",23.6,47.6
"Swanson, Dansby","621020","2023","638",24.1,10.3,".244",".416",".328","0.744",".255",".458",".325",".345",".338",,,,,,,,,"89.3","13",35.1,10.9,39.7,"99.817409223","94.10753236",28.7,47.3
"Correa, Carlos","621043","2023","580",22.6,10.2,".230",".399",".312","0.711",".253",".421",".309",".330",".335",,,,,,,,,"90.4","10.6",31.1,9.6,45.9,"102.481230628","95.635527984",25.1,43.6
"Olson, Matt","621566","2023","720",23.2,14.4,".283",".604",".389","0.993",".264",".558",".413",".392",".374",,,,,,,,,"93.7","16.1",31,16.4,55.5,"104.825276757","97.314084392",28.4,46.8
"Santander, Anthony","623993","2023","656",23.2,8.4,".257",".472",".325","0.797",".237",".426",".340",".319",".309",,,,,,,,,"90.6","20.2",33,10.2,46,"101.732013378","95.319994041",23.5,49
"Alonso, Pete","624413","2023","658",22.9,9.9,".217",".504",".318","0.822",".246",".527",".346",".368",".343",,,,,,,,,"89.5","18.2",32.3,14.7,40.1,"102.342134502","95.253955701",26.2,43.7
"Soler, Jorge","624585","2023","580",24.3,11.4,".250",".512",".341","0.853",".262",".532",".361",".374",".354",,,,,,,,,"91.3","17.8",36.5,15,48,"103.053956467","95.950783079",27.6,44.1
"Cronenworth, Jake","630105","2023","522",18.6,8.8,".229",".378",".312","0.690",".238",".370",".301",".305",".321",,,,,,,,,"87.4","15.2",35.7,4.4,33.2,"97.73147257","92.917093417",15.9,47.6
"Anderson, Tim","641313","2023","524",23.3,5,".245",".296",".286","0.582",".252",".335",".260",".279",".295",,,,,,,,,"87.8","2",32.4,2.9,39.4,"99.22965129","93.713640376",25.3,53.5
"Bellinger, Cody","641355","2023","556",15.6,7.2,".307",".525",".356","0.881",".268",".434",".370",".327",".326",,,,,,,,,"87.9","17.2",38,6.1,31.4,"97.661544057","92.874372388",20.1,49.9
"Crawford, J.P.","641487","2023","638",19.6,14.7,".266",".438",".380","0.818",".260",".384",".359",".340",".375",,,,,,,,,"88.3","15.1",35.3,4.8,36.2,"99.143101569","93.649442623",18.6,38.6
"McMahon, Ryan","641857","2023","627",31.6,10.8,".240",".431",".322","0.753",".245",".445",".325",".335",".328",,,,,,,,,"90.8","9.7",39.4,11.4,44.2,"102.017798324","95.343043101",32.2,47.4
"Smith, Dominic","642086","2023","586",15.5,8,".254",".366",".326","0.692",".256",".397",".306",".320",".329",,,,,,,,,"86.3","12.8",37,6.6,30.8,"97.225088721","92.631850959",19.9,49
"Rosario, Amed","642708","2023","545",18.2,5.3,".263",".378",".305","0.683",".271",".380",".297",".305",".314",,,,,,,,,"88.3","7.6",33.8,3.4,39.4,"99.501582705","93.941784576",23.1,53.4
"Adames, Willy","642715","2023","638",25.9,11.1,".217",".407",".310","0.717",".240",".436",".311",".335",".332",,,,,,,,,"87.4","18.2",35,12.4,36.5,"99.086365635","93.664258959",31,50
"Estrada, Thairo","642731","2023","530",22.6,4.2,".271",".416",".315","0.731",".248",".371",".316",".292",".296",,,,,,,,,"85.9","10.8",34.7,4.8,33.7,"97.898139565","92.983630679",21.1,51.7
"Benintendi, Andrew","643217","2023","621",14.3,8.4,".262",".356",".326","0.682",".270",".375",".299",".310",".334",,,,,,,,,"86.6","14.5",40.9,2.9,27,"95.498075212","91.757391695",19.3,49
"McNeil, Jeff","643446","2023","648",10,6,".270",".378",".333","0.711",".251",".340",".314",".294",".316",,,,,,,,,"86","14.4",32.1,1.3,27.4,"95.984354131","92.004150754",13.4,53
"Albies, Ozzie","645277","2023","660",16.2,7,".280",".513",".336","0.849",".266",".467",".358",".340",".325",,,,,,,,,"88.7","16.6",37.4,8.2,39,"98.667615565","93.481568303",20.6,54.6
"Devers, Rafael","646240","2023","656",19.2,9.5,".271",".500",".351","0.851",".282",".539",".359",".380",".363",,,,,,,,,"93.1","12.4",30,12.7,55.1,"104.483705833","97.182864659",26.1,52.6
"Arraez, Luis","650333","2023","617",5.5,5.7,".354",".469",".393","0.862",".329",".458",".369",".354",".371",,,,,,,,,"88.3","11.5",44.7,3.5,25.7,"95.658900664","92.009454214",7.8,51
"Torres, Gleyber","650402","2023","672",14.6,10,".273",".453",".347","0.800",".282",".478",".346",".362",".357",,,,,,,,,"89.7","15.1",37.3,7.9,40.3,"99.649800996","94.055057585",21.8,46.8
"Díaz, Yandy","650490","2023","600",15.7,10.8,".330",".522",".410","0.932",".305",".487",".402",".383",".391",,,,,,,,,"93.4","5.7",30.5,9.5,54,"104.285177685","97.074568747",18.3,42.6
"De La Cruz, Bryan","650559","2023","626",22.7,6.4,".257",".411",".304","0.715",".273",".445",".309",".331",".321",,,,,,,,,"89.9","11.8",41,8.8,42.5,"100.272527091","94.400399818",28.7,50.1
"Chapman, Matt","656305","2023","581",28.4,10.7,".240",".424",".330","0.754",".230",".457",".328",".337",".323",,,,,,,,,"93.4","18.5",32.4,17.1,56.4,"103.539639884","96.813201603",31.1,43.3
"McKinstry, Zach","656716","2023","518",21.8,8.5,".231",".351",".302","0.653",".247",".395",".289",".312",".318",,,,,,,,,"87.2","17.8",37.1,7.6,33.5,"97.726678239","92.940971652",20.4,47.3
"Schwarber, Kyle","656941","2023","720",29.9,17.5,".197",".474",".343","0.817",".220",".485",".350",".364",".362",,,,,,,,,"92.4","19",34.3,16.4,48.8,"103.398490108","96.18179379",31.5,37.7
"Thomas, Lane","657041","2023","682",25.8,5.3,".268",".468",".315","0.783",".255",".436",".334",".319",".305",,,,,,,,,"88.5","10.8",36.8,9.6,40.7,"100.191573957","94.319062004",23,43.6
"Verdugo, Alex","657077","2023","602",15.4,7.5,".264",".421",".324","0.745",".278",".417",".322",".331",".340",,,,,,,,,"89.2","8.8",35.4,5,37.6,"99.116993728","93.701176864",15.6,40.9
"Ohtani, Shohei","660271","2023","599",23.9,15.2,".304",".654",".412","1.066",".295",".638",".433",".427",".406",,,,,,,,,"94.4","13.2",35.6,19.6,54.2,"105.748559101","97.769057809",32.3,48.2
"Acuña Jr., Ronald","660670","2023","735",11.4,10.9,".337",".596",".416","1.012",".357",".660",".428",".460",".435",,,,,,,,,"94.7","7.4",33.6,15.3,55.2,"106.368689571","98.157029125",18.7,46.2
"Ruiz, Keibert","660688","2023","562",10.3,5.5,".260",".409",".308","0.717",".274",".425",".310",".322",".321",,,,,,,,,"87.4","15.3",39.4,5.8,31.9,"97.263733176","92.681495075",14.3,51.1
"Contreras, William","661388","2023","611",20.6,10.3,".289",".457",".367","0.824",".255",".433",".357",".335",".338",,,,,,,,,"91.3","4.7",27.1,9.4,48.7,"103.241329369","96.097846496",28,43.2
"Varsho, Daulton","662139","2023","581",23.2,7.7,".220",".389",".285","0.674",".232",".394",".293",".302",".298",,,,,,,,,"87.8","20.5",34.3,7.3,36.1,"99.853027513","94.005486074",24.5,50.1
"Nootbaar, Lars","663457","2023","503",19.7,14.3,".261",".418",".367","0.785",".265",".436",".344",".356",".372",,,,,,,,,"89.1","7.2",30.8,8.8,37.8,"100.334219085","94.369985457",18.2,35.5
"Hoerner, Nico","663538","2023","688",12.1,7.1,".283",".383",".346","0.729",".273",".356",".322",".311",".339",,,,,,,,,"86.6","10.5",33.2,1.8,33.4,"97.320472852","92.695131651",12.4,45.6
"Riley, Austin","663586","2023","715",24.1,8.3,".281",".516",".345","0.861",".273",".516",".363",".365",".342",,,,,,,,,"92.3","13.5",35.2,13.9,49.2,"103.384251814","96.274145591",27.8,48.2
"Hayes, Ke'Bryan","663647","2023","525",19.8,5.3,".271",".453",".309","0.762",".270",".436",".324",".321",".309",,,,,,,,,"92.2","13.2",34.1,7.4,48.3,"101.67326359","95.450846324",21.2,45.6
"Tucker, Kyle","663656","2023","674",13.6,11.9,".284",".517",".369","0.886",".292",".530",".372",".386",".380",,,,,,,,,"90.2","14.8",35.4,10.6,45.9,"100.798373008","94.831132546",18.5,47
"India, Jonathan","663697","2023","529",20.6,9.8,".244",".407",".338","0.745",".252",".424",".327",".339",".348",,,,,,,,,"89.5","15.2",37.2,7.7,38.6,"99.676934286","94.0396352",22,38.6
"Raleigh, Cal","663728","2023","569",27.8,9.5,".232",".456",".306","0.762",".233",".466",".326",".330",".307",,,,,,,,,"89.5","20.3",36.5,12.6,41,"101.028271404","94.749354873",29.9,49.7
"Grisham, Trent","663757","2023","555",27.7,13.5,".198",".352",".315","0.667",".218",".396",".299",".322",".332",,,,,,,,,"90.3","18.3",32.8,11.9,40,"100.701927386","94.880503967",28.3,41.6
"Vierling, Matt","663837","2023","530",21.1,8.3,".261",".388",".329","0.717",".266",".396",".315",".322",".335",,,,,,,,,"89.1","9.1",32.2,4.6,42.8,"100.577331105","94.490701519",19.3,44.3
"Stephenson, Tyler","663886","2023","517",26.1,9.1,".243",".378",".317","0.695",".243",".397",".305",".314",".318",,,,,,,,,"89.4","8.9",33.5,7.6,43.5,"100.030744788","94.357020636",28.4,42.5
"Lowe, Nathaniel","663993","2023","724",22.8,12.8,".262",".414",".360","0.774",".263",".406",".340",".339",".362",,,,,,,,,"89.8","7.2",36.7,6.5,41.6,"101.145951991","94.820277484",20.6,43.8
"Happ, Ian","664023","2023","691",22.1,14.3,".248",".431",".360","0.791",".254",".427",".345",".350",".368",,,,,,,,,"89.9","13",36.7,9,39,"99.676936326","94.121891884",25.2,44.4
"France, Ty","664034","2023","665",17.6,6.5,".250",".366",".337","0.703",".270",".420",".315",".342",".354",,,,,,,,,"87.5","13.7",36.9,6.8,38.6,"99.277871319","93.765945224",21.9,53.2
"Straw, Myles","664702","2023","518",18.7,8.1,".238",".297",".301","0.598",".239",".300",".268",".272",".303",,,,,,,,,"86.3","9.4",34,0.5,23.3,"95.141368287","91.593212265",14,44
"Bohm, Alec","664761","2023","611",15.4,6.9,".274",".437",".327","0.764",".290",".453",".329",".343",".342",,,,,,,,,"89.4","11.1",35.1,5.7,41.7,"100.435445021","94.400147213",18.1,49.8
"Wade Jr., LaMonte","664774","2023","519",18.3,14.6,".256",".417",".373","0.790",".261",".450",".347",".360",".377",,,,,,,,,"88.4","17.4",33.6,9.1,39.8,"99.530093174","93.945744444",20.7,39.5
"Peña, Jeremy","665161","2023","634",20.3,6.8,".263",".381",".324","0.705",".265",".376",".310",".310",".325",,,,,,,,,"88","5.5",32.4,4,35.8,"99.143524796","93.690137489",28.3,53.2
"Tatis Jr., Fernando","665487","2023","635",22.2,8.3,".257",".449",".322","0.771",".281",".508",".332",".364",".344",,,,,,,,,"91.9","11",31.5,11,49.3,"102.94128633","96.024566651",30.5,54.1
"Guerrero Jr., Vladimir","665489","2023","682",14.7,9.8,".264",".444",".345","0.789",".299",".503",".340",".378",".378",,,,,,,,,"92.1","10.5",32.4,11.1,49.2,"104.050992964","96.528144743",23,50.6
"Soto, Juan","665742","2023","708",18.2,18.6,".275",".519",".410","0.929",".284",".538",".395",".408",".420",,,,,,,,,"93.2","6.7",28.5,13,55.3,"104.484350409","97.215905977",20.4,35.8
"Taveras, Leody","665750","2023","554",21.1,6.3,".266",".421",".312","0.733",".270",".407",".316",".319",".320",,,,,,,,,"90.1","10.2",35.2,7.2,43.1,"100.592817638","94.514120854",24.2,49.4
"Giménez, Andrés","665926","2023","616",18.2,5.2,".251",".399",".314","0.713",".245",".367",".309",".297",".309",,,,,,,,,"84.8","13.1",29.9,5.5,27,"96.663934128","92.344201908",25,54.6
"Bichette, Bo","666182","2023","601",19.1,4.5,".306",".475",".339","0.814",".312",".502",".349",".363",".345",,,,,,,,,"90.2","6.2",38.3,9.6,44.9,"101.736681894","95.184330552",21.1,56.6
"García, Adolis","666969","2023","632",27.7,10.3,".245",".508",".328","0.836",".250",".526",".354",".366",".334",,,,,,,,,"92.1","15.7",36,16.1,49.7,"102.949539534","96.163808523",31.6,48.6
"Gurriel Jr., Lourdes","666971","2023","592",17.4,5.6,".261",".463",".309","0.772",".264",".439",".329",".324",".313",,,,,,,,,"89.7","10.6",35.3,8.4,46,"99.859212133","94.368560668",18.7,49.1
"Rooker Jr., Brent","667670","2023","526",32.7,9.3,".246",".488",".329","0.817",".237",".478",".348",".343",".322",,,,,,,,,"91.6","17.6",37.3,15.6,49.5,"102.653891351","95.962225864",38.2,46.1
"Arozarena, Randy","668227","2023","654",23.9,12.2,".254",".425",".364","0.789",".243",".435",".347",".351",".359",,,,,,,,,"91.7","11.3",31.8,12.3,48.4,"102.055211709","95.651873174",29.1,43
"Steer, Spencer","668715","2023","665",20.9,10.2,".271",".464",".356","0.820",".252",".417",".355",".333",".341",,,,,,,,,"88.7","15.3",35.3,6.7,37.1,"99.167567432","93.741896795",24.1,43.8
"Reynolds, Bryan","668804","2023","640",21.6,8.3,".263",".460",".330","0.790",".280",".490",".338",".360",".346",,,,,,,,,"90.9","10.9",36.9,11.1,47.3,"101.022834344","94.957065034",28.2,47.4
"Rutschman, Adley","668939","2023","687",14.7,13.4,".277",".435",".374","0.809",".292",".469",".352",".373",".389",,,,,,,,,"88.4","12.6",37,7.5,38.6,"99.614450772","93.937278476",15.6,41
"Melendez Jr., MJ","669004","2023","602",28.2,10.3,".235",".398",".316","0.714",".235",".432",".310",".325",".318",,,,,,,,,"93.2","16.9",34.6,11.4,49.6,"101.434950217","95.609327411",34.4,47.9
"Edman, Tommy","669242","2023","528",15.9,6.6,".248",".399",".307","0.706",".262",".390",".306",".312",".321",,,,,,,,,"89.1","7.5",27.9,5,38.8,"99.456717727","93.865892803",16.1,45.7
"Smith, Will","669257","2023","554",16.1,11.4,".261",".438",".359","0.797",".258",".431",".345",".350",".362",,,,,,,,,"89.3","15.6",37.5,6.7,41.6,"99.645654456","94.001340492",19.5,45.7
"Suwinski, Jack","669261","2023","534",32.2,14,".224",".454",".339","0.793",".218",".461",".341",".346",".337",,,,,,,,,"90.5","22.4",34.2,15.7,43.4,"102.173377122","95.316292734",30.1,39
"Burger, Jake","669394","2023","540",27.6,5.9,".250",".518",".309","0.827",".270",".512",".349",".359",".329",,,,,,,,,"91.9","12.3",33.4,16.7,49.6,"105.009725862","96.989580029",34.1,54
"Hays, Austin","669720","2023","566",24.9,6.7,".275",".444",".325","0.769",".242",".420",".330",".309",".296",,,,,,,,,"89.4","10.4",31,8.9,40.1,"100.462787656","94.411352037",28.3,46.6
"Paredes, Isaac","670623","2023","571",18.2,10.2,".250",".488",".352","0.840",".230",".369",".362",".315",".335",,,,,,,,,"86.9","22.2",32.4,5.9,28.5,"96.372683866","92.205361059",18.2,45.6
"Friedl Jr., TJ","670770","2023","556",16.2,8.5,".279",".467",".352","0.819",".240",".321",".353",".289",".318",,,,,,,,,"86.7","16.1",32,3.2,27.6,"96.368739947","92.196228515",18.2,42.2
"Casas, Triston","671213","2023","502",25.1,13.9,".263",".490",".367","0.857",".253",".500",".367",".370",".360",,,,,,,,,"91.1","15.7",36.1,13.1,46.6,"102.616692288","95.686960262",28.1,43.6
"Harris II, Michael","671739","2023","539",18.7,4.6,".293",".477",".331","0.808",".304",".490",".345",".357",".342",,,,,,,,,"90.9","7.6",34.6,10,48.5,"103.586789505","96.131496609",24.4,52.9
"Garcia, Maikel","672580","2023","515",22.3,7.4,".272",".358",".323","0.681",".274",".393",".299",".319",".330",,,,,,,,,"91.8","6.1",36.9,3.9,50.6,"101.538604663","95.500565408",19.5,43.1
"Robert Jr., Luis","673357","2023","595",28.9,5,".264",".542",".315","0.857",".259",".515",".358",".347",".312",,,,,,,,,"89.1","16.1",38,15.4,42.3,"101.844478191","95.05043424",33.5,58.3
"Kim, Ha-Seong","673490","2023","626",19.8,12,".260",".398",".351","0.749",".245",".359",".330",".313",".339",,,,,,,,,"86.2","13.6",36.1,4.2,26.7,"96.561670433","92.283861587",17.7,38.9
